,sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
0,2020-01-01,134.84196356544973,Midwest,IL,"Peoria County, IL",17143
1,2020-01-15,0.0,Northeast,MA,"Suffolk County, MA",25025
2,2020-01-22,0.0,Northeast,MA,"Suffolk County, MA",25025
3,2020-01-29,0.0,Northeast,MA,"Suffolk County, MA",25025
4,2020-02-05,0.0,Northeast,MA,"Suffolk County, MA",25025
5,2020-02-12,0.0,Northeast,MA,"Suffolk County, MA",25025
6,2020-02-19,0.0,Northeast,MA,"Suffolk County, MA",25025
7,2020-02-26,0.0,Northeast,MA,"Suffolk County, MA",25025
8,2020-03-04,1.4501821146335496,Northeast,MA,"Suffolk County, MA",25025
9,2020-03-11,12.590344274524805,Northeast,MA,"Suffolk County, MA",25025
10,2020-03-18,58.02332206210307,Northeast,MA,"Suffolk County, MA",25025
11,2020-03-25,36.63175022442091,West,CO,"Arapahoe County, CO",8005
12,2020-03-25,4051.5508687158094,Northeast,NJ,"Essex County, NJ",34013
13,2020-03-25,62.42551698640013,South,FL,"Miami-Dade County, FL",12086
14,2020-03-25,0.0,Midwest,IN,"Steuben County, IN",18151
15,2020-03-25,159.45481288512028,Northeast,MA,"Suffolk County, MA",25025
16,2020-04-01,2433.387971938409,Northeast,NJ,"Essex County, NJ",34013
17,2020-04-01,29.605173288581067,Northeast,MA,"Hampshire County, MA",25015
18,2020-04-01,141.4443029905402,South,FL,"Miami-Dade County, FL",12086
19,2020-04-01,0.0,West,CA,"Placer County, CA",6061
20,2020-04-01,241.0907816895832,Northeast,MA,"Suffolk County, MA",25025
21,2020-04-01,0.0,West,OR,"Yamhill County, OR",41071
22,2020-04-08,289.53208613264303,West,OR,"Deschutes County, OR",41017
23,2020-04-08,5442.737621112327,Northeast,NJ,"Essex County, NJ",34013
24,2020-04-08,49.11110891454206,Northeast,MA,"Hampshire County, MA",25015
25,2020-04-08,0.0,South,KY,"Harrison County, KY",21097
26,2020-04-08,7.466506283123856,Northeast,PA,"Indiana County, PA",42063
27,2020-04-08,58.4313640229758,South,KY,"Jefferson County, KY",21111
28,2020-04-08,107.43382056765712,South,FL,"Miami-Dade County, FL",12086
29,2020-04-08,0.0,West,MT,"Park County, MT",30067
31,2020-04-08,0.0,West,CA,"Placer County, CA",6061
32,2020-04-08,0.0,Midwest,IN,"Steuben County, IN",18151
33,2020-04-08,388.8329419414601,Northeast,MA,"Suffolk County, MA",25025
34,2020-04-08,0.0,West,OR,"Yamhill County, OR",41071
35,2020-04-15,133.90464520394494,West,CO,"Arapahoe County, CO",8005
36,2020-04-15,110.09117224446322,West,OR,"Deschutes County, OR",41017
37,2020-04-15,7436.673098271279,Northeast,NJ,"Essex County, NJ",34013
38,2020-04-15,39.93158110446133,Northeast,CT,"Fairfield County, CT",9001
39,2020-04-15,109.06590279162816,Northeast,MA,"Hampshire County, MA",25015
40,2020-04-15,0.0,South,KY,"Harrison County, KY",21097
41,2020-04-15,18.374089195358746,Northeast,PA,"Indiana County, PA",42063
42,2020-04-15,177.70117813763218,South,KY,"Jefferson County, KY",21111
43,2020-04-15,69.4481640691118,South,FL,"Miami-Dade County, FL",12086
44,2020-04-15,61.29796979867197,Northeast,PA,"Montgomery County, PA",42091
45,2020-04-15,158.60874080750915,South,DE,"New Castle County, DE",10003
46,2020-04-15,41.18705696331425,South,OK,"Oklahoma County, OK",40109
47,2020-04-15,0.0,West,MT,"Park County, MT",30067
48,2020-04-15,131.8856279987382,Midwest,IL,"Peoria County, IL",17143
49,2020-04-15,0.0,West,CA,"Placer County, CA",6061
50,2020-04-15,14.7912299309654,Midwest,IN,"Steuben County, IN",18151
51,2020-04-15,390.884567070453,Northeast,MA,"Suffolk County, MA",25025
52,2020-04-15,0.0,West,OR,"Yamhill County, OR",41071
53,2020-04-15,18.10472063553101,West,AZ,"Yavapai County, AZ",4025
54,2020-04-22,199.08795053398367,West,OR,"Deschutes County, OR",41017
55,2020-04-22,8837.006177770516,Northeast,NJ,"Essex County, NJ",34013
56,2020-04-22,29.690885901473774,Northeast,CT,"Fairfield County, CT",9001
57,2020-04-22,397.7609950756653,Northeast,MA,"Hampshire County, MA",25015
58,2020-04-22,0.0,South,KY,"Harrison County, KY",21097
59,2020-04-22,1149.1768624693143,Midwest,MN,"Hennepin County, MN",27053
60,2020-04-22,4.484951214144339,Northeast,PA,"Indiana County, PA",42063
61,2020-04-22,329.78510311693174,South,KY,"Jefferson County, KY",21111
62,2020-04-22,86.25278442979413,South,FL,"Miami-Dade County, FL",12086
63,2020-04-22,370.9220411899653,Northeast,PA,"Montgomery County, PA",42091
64,2020-04-22,2292.034065682256,Northeast,NY,"Nassau County, NY",36059
65,2020-04-22,449.1985449040608,South,DE,"New Castle County, DE",10003
66,2020-04-22,16.21725834702813,South,OK,"Oklahoma County, OK",40109
67,2020-04-22,0.0,West,MT,"Park County, MT",30067
68,2020-04-22,126.37733532300632,Midwest,IL,"Peoria County, IL",17143
69,2020-04-22,0.0,West,CA,"Placer County, CA",6061
70,2020-04-22,560.6598189125544,South,VA,"Stafford County, VA",51179
71,2020-04-22,65.60455474490762,Midwest,IN,"Steuben County, IN",18151
72,2020-04-22,297.25223333732833,Northeast,MA,"Suffolk County, MA",25025
73,2020-04-22,0.0,West,OR,"Yamhill County, OR",41071
74,2020-04-22,3.77181679906896,West,AZ,"Yavapai County, AZ",4025
75,2020-04-29,233.5536693117588,West,CO,"Arapahoe County, CO",8005
76,2020-04-29,49.77198763349592,West,OR,"Deschutes County, OR",41017
77,2020-04-29,2599.380746251432,Northeast,NJ,"Essex County, NJ",34013
78,2020-04-29,19.71485540952924,Northeast,CT,"Fairfield County, CT",9001
79,2020-04-29,138.51779868130637,Northeast,MA,"Hampshire County, MA",25015
80,2020-04-29,0.0,South,KY,"Harrison County, KY",21097
81,2020-04-29,1201.4469101898178,Midwest,MN,"Hennepin County, MN",27053
82,2020-04-29,0.0,Northeast,PA,"Indiana County, PA",42063
83,2020-04-29,254.5147477076703,South,KY,"Jefferson County, KY",21111
84,2020-04-29,92.04709303055236,South,FL,"Miami-Dade County, FL",12086
85,2020-04-29,35.14149270615239,West,OR,"Multnomah County, OR",41051
86,2020-04-29,0.0,Northeast,MA,"Nantucket County, MA",25019
87,2020-04-29,193.46338781769512,South,DE,"New Castle County, DE",10003
88,2020-04-29,30.54648591868398,South,OK,"Oklahoma County, OK",40109
89,2020-04-29,0.0,West,MT,"Park County, MT",30067
90,2020-04-29,150.71650558065477,Midwest,IL,"Peoria County, IL",17143
91,2020-04-29,0.0,West,CA,"Placer County, CA",6061
92,2020-04-29,699.9643965306651,South,VA,"Stafford County, VA",51179
93,2020-04-29,45.99173766271917,Midwest,IN,"Steuben County, IN",18151
94,2020-04-29,170.83563386391248,Northeast,MA,"Suffolk County, MA",25025
95,2020-04-29,0.0,West,OR,"Yamhill County, OR",41071
96,2020-04-29,0.0,West,AZ,"Yavapai County, AZ",4025
97,2020-05-06,0.0641567242164312,West,ID,"Ada County, ID",16001
98,2020-05-06,213.32983219714788,West,CO,"Arapahoe County, CO",8005
99,2020-05-06,0.0,South,FL,"Brevard County, FL",12009
100,2020-05-06,383.1527115313802,Northeast,PA,"Dauphin County, PA",42043
101,2020-05-06,0.0,West,OR,"Deschutes County, OR",41017
102,2020-05-06,0.0,West,NV,"Elko County, NV",32007
103,2020-05-06,277.54527846483467,Northeast,NJ,"Essex County, NJ",34013
104,2020-05-06,10.321576110513991,Northeast,CT,"Fairfield County, CT",9001
105,2020-05-06,47.793444613247786,South,TN,"Hamilton County, TN",47065
106,2020-05-06,68.36978916957092,Northeast,MA,"Hampshire County, MA",25015
107,2020-05-06,0.0,South,KY,"Harrison County, KY",21097
108,2020-05-06,929.3504704043454,Midwest,MN,"Hennepin County, MN",27053
109,2020-05-06,0.0,Northeast,PA,"Indiana County, PA",42063
110,2020-05-06,191.2752393219025,South,KY,"Jefferson County, KY",21111
111,2020-05-06,0.0,Northeast,ME,"Knox County, ME",23013
112,2020-05-06,0.0,West,ID,"Latah County, ID",16057
113,2020-05-06,254.0759434334164,South,FL,"Miami-Dade County, FL",12086
114,2020-05-06,0.0,West,CA,"Monterey County, CA",6053
115,2020-05-06,719.1233807021399,Northeast,PA,"Montgomery County, PA",42091
116,2020-05-06,117.13830902050796,West,OR,"Multnomah County, OR",41051
117,2020-05-06,0.0,Northeast,MA,"Nantucket County, MA",25019
118,2020-05-06,257.4038429870263,South,DE,"New Castle County, DE",10003
119,2020-05-06,7.636621479670995,South,OK,"Oklahoma County, OK",40109
120,2020-05-06,1387.573247857896,South,FL,"Palm Beach County, FL",12099
121,2020-05-06,0.0,West,MT,"Park County, MT",30067
122,2020-05-06,0.0,Northeast,ME,"Penobscot County, ME",23019
123,2020-05-06,0.0,West,CA,"Placer County, CA",6061
124,2020-05-06,0.0,West,CA,"Santa Cruz County, CA",6087
125,2020-05-06,1019.5491918913832,West,WA,"Skagit County, WA",53057
126,2020-05-06,786.1790641451506,South,VA,"Stafford County, VA",51179
127,2020-05-06,60.26707494693407,Midwest,IN,"Steuben County, IN",18151
128,2020-05-06,76.6372262866697,Northeast,MA,"Suffolk County, MA",25025
129,2020-05-06,0.0,Northeast,RI,"Washington County, RI",44009
130,2020-05-06,0.0,West,OR,"Yamhill County, OR",41071
131,2020-05-06,0.0,West,AZ,"Yavapai County, AZ",4025
132,2020-05-13,5.89252619856298,West,ID,"Ada County, ID",16001
133,2020-05-13,70.58226754239497,West,CO,"Arapahoe County, CO",8005
134,2020-05-13,0.0,South,FL,"Brevard County, FL",12009
135,2020-05-13,234.2470710966709,Northeast,PA,"Dauphin County, PA",42043
136,2020-05-13,1.1203038035683406,West,OR,"Deschutes County, OR",41017
137,2020-05-13,0.0,West,NV,"Elko County, NV",32007
138,2020-05-13,62.32188258428359,Northeast,NJ,"Essex County, NJ",34013
139,2020-05-13,1.759677784998512,Northeast,CT,"Fairfield County, CT",9001
140,2020-05-13,771.7639071144392,Northeast,PA,"Franklin County, PA",42055
141,2020-05-13,73.6476058237201,Northeast,MA,"Hampshire County, MA",25015
142,2020-05-13,0.0,South,KY,"Harrison County, KY",21097
143,2020-05-13,434.5991516630732,Midwest,MN,"Hennepin County, MN",27053
144,2020-05-13,0.4565036760232118,Northeast,PA,"Indiana County, PA",42063
145,2020-05-13,62.17353080593825,South,KY,"Jefferson County, KY",21111
146,2020-05-13,0.7660226115678778,Northeast,ME,"Knox County, ME",23013
147,2020-05-13,114.2837504469675,Midwest,IN,"Lake County, IN",18089
148,2020-05-13,0.0,West,ID,"Latah County, ID",16057
149,2020-05-13,118.37699542894474,South,FL,"Miami-Dade County, FL",12086
150,2020-05-13,0.0,West,CA,"Monterey County, CA",6053
151,2020-05-13,176.76219832844754,Northeast,PA,"Montgomery County, PA",42091
152,2020-05-13,35.14149270615239,West,OR,"Multnomah County, OR",41051
153,2020-05-13,34.971805102249405,Northeast,NY,"Nassau County, NY",36059
154,2020-05-13,343.91300693806016,South,DE,"New Castle County, DE",10003
155,2020-05-13,0.0,South,OK,"Oklahoma County, OK",40109
156,2020-05-13,1533.6988327715317,South,FL,"Palm Beach County, FL",12099
157,2020-05-13,0.0,West,MT,"Park County, MT",30067
158,2020-05-13,0.0,Northeast,ME,"Penobscot County, ME",23019
159,2020-05-13,64.22068985180373,Midwest,IL,"Peoria County, IL",17143
160,2020-05-13,0.0,West,CA,"Placer County, CA",6061
161,2020-05-13,674.0881616998059,South,VA,"Stafford County, VA",51179
162,2020-05-13,139.2483803827284,Midwest,IN,"Steuben County, IN",18151
163,2020-05-13,129.08198246050617,Northeast,MA,"Suffolk County, MA",25025
164,2020-05-13,9.49585686237732,Midwest,IN,"Tippecanoe County, IN",18157
165,2020-05-13,0.0,Northeast,RI,"Washington County, RI",44009
166,2020-05-13,0.0,Northeast,PA,"Westmoreland County, PA",42129
167,2020-05-13,0.0,West,OR,"Yamhill County, OR",41071
168,2020-05-13,1.1470739579947304,West,AZ,"Yavapai County, AZ",4025
169,2020-05-13,0.0,Northeast,ME,"York County, ME",23031
170,2020-05-20,25.52404294425519,West,ID,"Ada County, ID",16001
171,2020-05-20,60.85113141404367,West,CO,"Arapahoe County, CO",8005
172,2020-05-20,2.133699170177424,South,FL,"Brevard County, FL",12009
173,2020-05-20,0.0,Northeast,VT,"Chittenden County, VT",50007
174,2020-05-20,217.7194905935596,Northeast,PA,"Dauphin County, PA",42043
175,2020-05-20,4.68107374095167,West,OR,"Deschutes County, OR",41017
176,2020-05-20,0.0,West,NV,"Elko County, NV",32007
177,2020-05-20,34.89376170503819,Northeast,PA,"Erie County, PA",42049
178,2020-05-20,43.41787959517874,Northeast,NJ,"Essex County, NJ",34013
179,2020-05-20,374.1639521402445,Northeast,PA,"Franklin County, PA",42055
180,2020-05-20,267.47955175743414,South,TN,"Hamilton County, TN",47065
181,2020-05-20,35.2049439876027,Northeast,MA,"Hampshire County, MA",25015
182,2020-05-20,54.008762977826,South,KY,"Harrison County, KY",21097
183,2020-05-20,194.27418822650228,Northeast,CT,"Hartford County, CT",9003
184,2020-05-20,196.5401752367993,Midwest,MN,"Hennepin County, MN",27053
185,2020-05-20,1.8260147040928472,Northeast,PA,"Indiana County, PA",42063
186,2020-05-20,36.91282988851077,South,KY,"Jefferson County, KY",21111
187,2020-05-20,3.064090446271511,Northeast,ME,"Knox County, ME",23013
188,2020-05-20,113.53179100207204,Midwest,IN,"Lake County, IN",18089
189,2020-05-20,1.9967367325035423,West,ID,"Latah County, ID",16057
190,2020-05-20,5.377643985192533,West,CA,"Los Angeles County, CA",6037
191,2020-05-20,44.935063314452606,South,FL,"Miami-Dade County, FL",12086
192,2020-05-20,10.53302255164288,Northeast,CT,"Middlesex County, CT",9007
193,2020-05-20,0.0,West,CA,"Monterey County, CA",6053
194,2020-05-20,18.923179381257448,Northeast,PA,"Montgomery County, PA",42091
195,2020-05-20,0.0,Northeast,MA,"Nantucket County, MA",25019
196,2020-05-20,7.2857927296352925,Northeast,NY,"Nassau County, NY",36059
197,2020-05-20,167.31152340106118,South,DE,"New Castle County, DE",10003
198,2020-05-20,0.7919900704270435,South,OK,"Oklahoma County, OK",40109
199,2020-05-20,396.15579389642494,South,FL,"Palm Beach County, FL",12099
200,2020-05-20,0.0,West,MT,"Park County, MT",30067
201,2020-05-20,0.0,Northeast,ME,"Penobscot County, ME",23019
202,2020-05-20,65.24967376334564,Midwest,IL,"Peoria County, IL",17143
203,2020-05-20,3.150101313354002,West,AZ,"Pima County, AZ",4019
204,2020-05-20,3.439160569964624,West,CA,"Placer County, CA",6061
205,2020-05-20,282.374527129244,South,VA,"Stafford County, VA",51179
206,2020-05-20,58.13068047586996,Midwest,IN,"Steuben County, IN",18151
207,2020-05-20,127.32505813343018,Northeast,MA,"Suffolk County, MA",25025
208,2020-05-20,1.978303512995275,Midwest,IN,"Tippecanoe County, IN",18157
209,2020-05-20,28.0596048103239,Northeast,NJ,"Union County, NJ",34039
210,2020-05-20,0.0,Northeast,RI,"Washington County, RI",44009
211,2020-05-20,0.0,Northeast,PA,"Westmoreland County, PA",42129
212,2020-05-20,5.316619451192556,West,OR,"Yamhill County, OR",41071
213,2020-05-20,4.588295831978922,West,AZ,"Yavapai County, AZ",4025
214,2020-05-27,19.784534967361697,West,ID,"Ada County, ID",16001
215,2020-05-27,69.74039524112713,West,CO,"Arapahoe County, CO",8005
216,2020-05-27,10.241756016851635,South,FL,"Brevard County, FL",12009
217,2020-05-27,412.8780257751943,Northeast,PA,"Dauphin County, PA",42043
218,2020-05-27,2.303685492337886,West,OR,"Deschutes County, OR",41017
219,2020-05-27,17.82244877341311,West,NV,"Elko County, NV",32007
220,2020-05-27,56.87278916294466,Northeast,PA,"Erie County, PA",42049
221,2020-05-27,27.57757465799556,Northeast,NJ,"Essex County, NJ",34013
222,2020-05-27,0.0,Northeast,CT,"Fairfield County, CT",9001
223,2020-05-27,173.3855848154369,Northeast,PA,"Franklin County, PA",42055
224,2020-05-27,567.0001792369673,South,TN,"Hamilton County, TN",47065
225,2020-05-27,14.810285225778133,Northeast,MA,"Hampshire County, MA",25015
226,2020-05-27,259.2420622935648,South,KY,"Harrison County, KY",21097
227,2020-05-27,206.1280957223648,Midwest,MN,"Hennepin County, MN",27053
228,2020-05-27,2.525308468497352,Northeast,PA,"Indiana County, PA",42063
229,2020-05-27,142.44359291644056,South,KY,"Jefferson County, KY",21111
230,2020-05-27,0.9192271338814534,Northeast,ME,"Knox County, ME",23013
231,2020-05-27,38.700278983650925,Midwest,IN,"Lake County, IN",18089
232,2020-05-27,9.584336316017003,West,ID,"Latah County, ID",16057
233,2020-05-27,56.5786487198742,South,FL,"Miami-Dade County, FL",12086
234,2020-05-27,0.0,West,CA,"Monterey County, CA",6053
235,2020-05-27,0.0,Northeast,NY,"Nassau County, NY",36059
236,2020-05-27,88.9704453663707,South,DE,"New Castle County, DE",10003
237,2020-05-27,3.8015523380498086,South,OK,"Oklahoma County, OK",40109
238,2020-05-27,249.64783306259372,South,FL,"Palm Beach County, FL",12099
239,2020-05-27,0.0,West,MT,"Park County, MT",30067
240,2020-05-27,0.0,Northeast,ME,"Penobscot County, ME",23019
241,2020-05-27,35.35829814968283,Midwest,IL,"Peoria County, IL",17143
242,2020-05-27,29.22719389622496,West,CA,"Placer County, CA",6061
243,2020-05-27,8.079003722333653,West,CA,"Santa Cruz County, CA",6087
244,2020-05-27,21.598691716774663,Midwest,IN,"Steuben County, IN",18151
245,2020-05-27,75.57065379651911,Northeast,MA,"Suffolk County, MA",25025
246,2020-05-27,0.0,Midwest,IN,"Tippecanoe County, IN",18157
247,2020-05-27,6.853731935079906,Northeast,NJ,"Union County, NJ",34039
248,2020-05-27,0.0,Northeast,PA,"Westmoreland County, PA",42129
249,2020-05-27,25.51977336572427,West,OR,"Yamhill County, OR",41071
250,2020-05-27,1.3877319254624438,West,AZ,"Yavapai County, AZ",4025
251,2020-05-27,0.0,Northeast,ME,"York County, ME",23031
252,2020-06-03,33.28642825071847,West,ID,"Ada County, ID",16001
253,2020-06-03,62.54177914540936,West,CO,"Arapahoe County, CO",8005
254,2020-06-03,79.23529286848616,West,NV,"Elko County, NV",32007
255,2020-06-03,69.18729361849448,Northeast,PA,"Erie County, PA",42049
256,2020-06-03,44.15246891134939,Northeast,NJ,"Essex County, NJ",34013
257,2020-06-03,71.29373234802529,Northeast,PA,"Franklin County, PA",42055
258,2020-06-03,151.29881799808058,Midwest,MN,"Hennepin County, MN",27053
259,2020-06-03,17.046517839218946,Northeast,PA,"Indiana County, PA",42063
260,2020-06-03,35.71110567545269,Midwest,IN,"Lake County, IN",18089
261,2020-06-03,18.41470498029771,West,CA,"Los Angeles County, CA",6037
262,2020-06-03,172.51767705519694,South,FL,"Miami-Dade County, FL",12086
263,2020-06-03,0.0,West,CA,"Monterey County, CA",6053
264,2020-06-03,0.0,Northeast,NY,"Nassau County, NY",36059
265,2020-06-03,156.27723350920908,South,DE,"New Castle County, DE",10003
266,2020-06-03,0.0,West,MT,"Park County, MT",30067
267,2020-06-03,116.31540299361278,Midwest,IL,"Peoria County, IL",17143
268,2020-06-03,70.41034284211358,West,CA,"Placer County, CA",6061
269,2020-06-03,20.724221862488584,West,CA,"Santa Cruz County, CA",6087
270,2020-06-03,30.739431594254285,West,WA,"Skagit County, WA",53057
271,2020-06-03,12.092171017731316,Midwest,IN,"Steuben County, IN",18151
272,2020-06-03,51.922019739691,Northeast,MA,"Suffolk County, MA",25025
273,2020-06-03,7.003780305902413,Northeast,NJ,"Union County, NJ",34039
274,2020-06-03,0.0,Northeast,PA,"Westmoreland County, PA",42129
275,2020-06-03,1.155158243845024,West,AZ,"Yavapai County, AZ",4025
276,2020-06-03,0.0,Northeast,ME,"York County, ME",23031
277,2020-06-10,110.68086094432762,West,ID,"Ada County, ID",16001
278,2020-06-10,62.44148163002487,West,CO,"Arapahoe County, CO",8005
279,2020-06-10,397.74661757125546,Northeast,PA,"Dauphin County, PA",42043
280,2020-06-10,49.604439872747946,West,NV,"Elko County, NV",32007
281,2020-06-10,36.06147221369047,Northeast,PA,"Erie County, PA",42049
282,2020-06-10,40.32263248745652,Northeast,NJ,"Essex County, NJ",34013
283,2020-06-10,11.941700801598936,Northeast,MA,"Hampshire County, MA",25015
284,2020-06-10,244.59353725808856,Midwest,MN,"Hennepin County, MN",27053
285,2020-06-10,39.46840743007692,Northeast,PA,"Indiana County, PA",42063
286,2020-06-10,129.12959798153557,South,KY,"Jefferson County, KY",21111
287,2020-06-10,293.3360462951458,South,FL,"Miami-Dade County, FL",12086
288,2020-06-10,26.530124403388687,West,CA,"Monterey County, CA",6053
289,2020-06-10,3.1093934668748178,Northeast,PA,"Montgomery County, PA",42091
290,2020-06-10,17.27036844708126,Northeast,MA,"Nantucket County, MA",25019
291,2020-06-10,0.0,Northeast,NY,"Nassau County, NY",36059
292,2020-06-10,171.34787558489984,South,DE,"New Castle County, DE",10003
293,2020-06-10,0.0,West,MT,"Park County, MT",30067
294,2020-06-10,183.57202599507204,Midwest,IL,"Peoria County, IL",17143
295,2020-06-10,107.87568253101408,West,CA,"Placer County, CA",6061
296,2020-06-10,50.06705758504105,West,WA,"Skagit County, WA",53057
297,2020-06-10,146.52460613521671,South,VA,"Stafford County, VA",51179
298,2020-06-10,24.124667293700856,Midwest,IN,"Steuben County, IN",18151
299,2020-06-10,45.40256173313725,Northeast,MA,"Suffolk County, MA",25025
300,2020-06-10,12.895407229673262,Northeast,NJ,"Union County, NJ",34039
301,2020-06-10,0.0,Northeast,RI,"Washington County, RI",44009
302,2020-06-17,225.00664528605373,West,ID,"Ada County, ID",16001
303,2020-06-17,45.039863367821,West,CO,"Arapahoe County, CO",8005
304,2020-06-17,418.00907135032776,Northeast,PA,"Dauphin County, PA",42043
305,2020-06-17,15.881716613659458,West,NV,"Elko County, NV",32007
306,2020-06-17,19.47886396067938,Northeast,PA,"Erie County, PA",42049
307,2020-06-17,22.48792943134972,Northeast,NJ,"Essex County, NJ",34013
308,2020-06-17,30.5403454030622,Northeast,CT,"Fairfield County, CT",9001
309,2020-06-17,39.053761095616935,Northeast,PA,"Franklin County, PA",42055
310,2020-06-17,206.5931182055133,Midwest,MN,"Hennepin County, MN",27053
311,2020-06-17,26.910739276488183,Northeast,PA,"Indiana County, PA",42063
312,2020-06-17,98.89283826597271,South,KY,"Jefferson County, KY",21111
313,2020-06-17,24.380005109556222,Midwest,IN,"Lake County, IN",18089
314,2020-06-17,282.66485731003866,South,FL,"Miami-Dade County, FL",12086
315,2020-06-17,111.26683066327462,West,CA,"Monterey County, CA",6053
317,2020-06-17,70.57616253558068,South,DE,"New Castle County, DE",10003
318,2020-06-17,705.7920317605325,South,FL,"Palm Beach County, FL",12099
319,2020-06-17,0.0,West,MT,"Park County, MT",30067
320,2020-06-17,122.391293725867,Midwest,IL,"Peoria County, IL",17143
321,2020-06-17,306.97292836004607,West,CA,"Placer County, CA",6061
322,2020-06-17,84.98939493884781,West,WA,"Skagit County, WA",53057
323,2020-06-17,24.43603110782408,Midwest,IN,"Steuben County, IN",18151
324,2020-06-17,31.3325954470204,Northeast,MA,"Suffolk County, MA",25025
325,2020-06-17,6.275048309534591,Northeast,NJ,"Union County, NJ",34039
326,2020-06-24,366.3933398990992,West,ID,"Ada County, ID",16001
327,2020-06-24,22.151919754755664,West,CO,"Arapahoe County, CO",8005
328,2020-06-24,0.0,West,OR,"Clackamas County, OR",41005
329,2020-06-24,222.3004177683199,Northeast,PA,"Dauphin County, PA",42043
330,2020-06-24,43.63498878459732,West,NV,"Elko County, NV",32007
331,2020-06-24,12.02329464375948,Northeast,PA,"Erie County, PA",42049
332,2020-06-24,10.027415413016591,Northeast,CT,"Fairfield County, CT",9001
333,2020-06-24,45.18954729077157,Northeast,PA,"Franklin County, PA",42055
334,2020-06-24,118.16801867443984,South,TN,"Hamilton County, TN",47065
335,2020-06-24,87.74808576156839,Midwest,MN,"Hennepin County, MN",27053
336,2020-06-24,42.14572526764768,Northeast,PA,"Indiana County, PA",42063
337,2020-06-24,65.33027373878446,South,KY,"Jefferson County, KY",21111
338,2020-06-24,71.35785937173584,Midwest,IN,"Lake County, IN",18089
339,2020-06-24,342.24607033631,South,FL,"Miami-Dade County, FL",12086
340,2020-06-24,50.939692297872455,West,CA,"Monterey County, CA",6053
341,2020-06-24,6.518394247720406,Northeast,PA,"Montgomery County, PA",42091
342,2020-06-24,71.61078188852197,West,OR,"Multnomah County, OR",41051
343,2020-06-24,5.060853640035593,Northeast,MA,"Nantucket County, MA",25019
344,2020-06-24,0.6899975064095035,Northeast,NY,"Nassau County, NY",36059
345,2020-06-24,48.476166934956495,South,DE,"New Castle County, DE",10003
346,2020-06-24,8.702368680956761,West,MT,"Park County, MT",30067
347,2020-06-24,63.69980346340204,Midwest,IL,"Peoria County, IL",17143
348,2020-06-24,144.35214515203677,West,CA,"Placer County, CA",6061
349,2020-06-24,52.39951676234616,West,WA,"Skagit County, WA",53057
350,2020-06-24,18.25002749300468,Northeast,MA,"Suffolk County, MA",25025
351,2020-06-24,0.2724562565630357,Northeast,RI,"Washington County, RI",44009
352,2020-07-01,23.85420980777219,West,CO,"Arapahoe County, CO",8005
353,2020-07-01,213.65071927311405,Northeast,PA,"Dauphin County, PA",42043
354,2020-07-01,72.11344332357424,West,NV,"Elko County, NV",32007
355,2020-07-01,19.727855227138,Northeast,PA,"Erie County, PA",42049
356,2020-07-01,15.19343573189609,Northeast,CT,"Fairfield County, CT",9001
357,2020-07-01,16.05805187797561,Northeast,MA,"Hampshire County, MA",25015
358,2020-07-01,86.88524137428938,Midwest,MN,"Hennepin County, MN",27053
359,2020-07-01,30.62060981563332,Northeast,PA,"Indiana County, PA",42063
360,2020-07-01,98.98542749052424,South,KY,"Jefferson County, KY",21111
361,2020-07-01,244.9971242756103,West,ID,"Latah County, ID",16057
362,2020-07-01,691.3974953659864,South,FL,"Miami-Dade County, FL",12086
363,2020-07-01,27.85855315398201,West,CA,"Monterey County, CA",6053
364,2020-07-01,61.16219084596562,South,DE,"New Castle County, DE",10003
365,2020-07-01,54.03092693472004,West,MT,"Park County, MT",30067
366,2020-07-01,69.13619620311366,Midwest,IL,"Peoria County, IL",17143
367,2020-07-01,94.51927397327034,West,CA,"Placer County, CA",6061
368,2020-07-01,36.73143042230713,West,CA,"Santa Cruz County, CA",6087
369,2020-07-01,66.15377545189887,West,WA,"Skagit County, WA",53057
370,2020-07-01,32.19245056188269,Midwest,IN,"Steuben County, IN",18151
371,2020-07-01,27.340860111092866,Northeast,MA,"Suffolk County, MA",25025
372,2020-07-01,21.861236849951027,Northeast,NJ,"Union County, NJ",34039
373,2020-07-08,48.28426416539058,West,CO,"Arapahoe County, CO",8005
374,2020-07-08,26.718287681734843,Northeast,MA,"Berkshire County, MA",25003
375,2020-07-08,98.3734760492891,West,NV,"Elko County, NV",32007
376,2020-07-08,53.46756743030567,Northeast,PA,"Erie County, PA",42049
377,2020-07-08,14.684108692234917,Northeast,CT,"Fairfield County, CT",9001
378,2020-07-08,122.21169512219406,Northeast,PA,"Franklin County, PA",42055
379,2020-07-08,180.724350740036,South,TN,"Hamilton County, TN",47065
380,2020-07-08,33.536358929834655,Northeast,PA,"Indiana County, PA",42063
381,2020-07-08,168.34807729060668,South,KY,"Jefferson County, KY",21111
382,2020-07-08,130.08592312188162,Midwest,IN,"Lake County, IN",18089
383,2020-07-08,763.1957651016538,South,FL,"Miami-Dade County, FL",12086
384,2020-07-08,35.289952468793494,West,CA,"Monterey County, CA",6053
385,2020-07-08,15.586800216847513,Northeast,PA,"Montgomery County, PA",42091
386,2020-07-08,5.851440854241324,Northeast,MA,"Nantucket County, MA",25019
387,2020-07-08,4.0808861362681785,Northeast,NY,"Nassau County, NY",36059
